job_id,job_title,company_name,location,industry,experience_level,years_of_exp,education,employment_type,remote_work,salary_usd,salary_band,skills,company_rating,applications,hiring_status,job_posted_date,post_month,post_year,benefits
JOB1298,ML Engineer,Meta,"San Francisco, CA",Automotive,Director,5,PhD,Freelance,Remote,139214,$120K–$180K,,2.0,100,Closed,2024-05-28,2024-05,2024,"Stock Options, Health"
JOB3407,Software Engineer,IBM,"Bangalore, India",Finance,Lead/Principal,20,Associate's,Internship,Remote,234434000,$180K+,"Statistical Analysis, React, Data Pipeline, Git, Agile, Sql",3.7,500,On Hold,2025-06-04,2025-06,2025,Unknown
JOB4552,Unknown,Apple,"Bangalore, India",Telecommunications,Entry Level,23,Bootcamp,Full-Time,Unknown,56625,$50K–$80K,"Stats, Spark",4.2,500,Closed,2025-01-01,2025-01,2025,"PTO, Remote"
JOB7746,Cloud Architect,Salesforce,Remote,Technology,Mid Level,0,High School,Internship,On-Site,42042,< $50K,"Computer Vision, Python, Power Bi, Sql Server, Tableau, Amazon Web Services",3.2,100,Closed,2025-05-20,2025-05,2025,Unknown
JOB4877,DevOps Engineer,Google,"Chicago, IL",Media/Entertainment,Unknown,12,Master's,Freelance,Remote,178870,$120K–$180K,,3.7,951,Closed,2025-08-15,2025-08,2025,Unknown
JOB3778,Product Manager,Google,"Toronto, Canada",Gaming,Director,10,Bachelor's,Freelance,Unknown,88397,$80K–$120K,"Powerbi, Kubernetes, Cv, Agile, Microsoft Excel",3.7,500,Open,2025-11-17,2025-11,2025,Unknown
JOB6458,ML Engineer,Unknown,"Austin, TX",Technology,Entry Level,15,Bachelor's,Part-Time,Remote,419820,$180K+,"Tensorflow, Node, Js, Power Bi, Gcp, Azure, Data Viz",3.7,500,Unknown,2025-10-24,2025-10,2025,"Stock Options, Health"
JOB6073,AI Engineer,Uber,"Toronto, Canada",Technology,Manager,11,Bootcamp,Internship,On-Site,106560,$80K–$120K,"Sql Server, Js, Python, Linux, Data Viz",3.7,500,Closed,2025-02-25,2025-02,2025,"Health, 401k, Stock"
JOB2229,Software Engineer,TCS,"Austin, TX",Technology,Lead/Principal,12,Associate's,Freelance,Unknown,56683,$50K–$80K,,4.5,500,Closed,2024-08-14,2024-08,2024,Unknown
JOB8558,Software Engineer,IBM,Unknown,Automotive,Manager,4,PhD,Internship,On-Site,113289,$80K–$120K,"Pytorch, Power Bi, Scrum, Excel",2.6,500,Unknown,2025-02-08,2025-02,2025,"Stock Options, Health"
Unknown,ML Engineer,Wipro,"Seattle, WA",Unknown,Director,10,Bootcamp,Contract,Remote,160692,$120K–$180K,"K8S, Javascript, Nlp, Agile",1.4,100,On Hold,2024-03-27,2024-03,2024,"401k, Health"
JOB8682,Data Scientist,Unknown,Remote,Gaming,Manager,9,Bachelor's,Contract,On-Site,34261,< $50K,"Js, Pytorch, Data Viz, Docker, Dl",4.5,500,Closed,2025-08-07,2025-08,2025,"Health, Dental, Vision"
JOB4316,DevOps Engineer,Amazon,"Toronto, Canada",Finance,Lead/Principal,12,Bachelor's,Internship,On-Site,223258,$180K+,,3.7,500,Unknown,2025-06-02,2025-06,2025,Unknown
JOB4768,Full Stack Developer,Infosys,"London, UK",Gaming,Mid Level,11,Associate's,Part-Time,Remote,127770,$120K–$180K,"Ms Excel, Agile",3.5,500,Open,2024-01-19,2024-01,2024,Health+Dental
JOB1576,Data Engineer,Microsoft,"Boston, MA",Telecommunications,Mid Level,1,Bachelor's,Internship,Remote,126507,$120K–$180K,"Etl, Statistics, Azure, Gcp, Docker, Js",3.7,500,Closed,2025-06-04,2025-06,2025,"401k, Health"
JOB4181,Frontend Developer,Infosys,"London, UK",Gaming,Director,10,High School,Part-Time,On-Site,87585,$80K–$120K,"Power Bi, Communication, Git, Collaboration, Etl, Apache Spark",3.7,670,Unknown,2025-01-01,2025-01,2025,"Health, Dental, Vision"
JOB2893,Cybersecurity Analyst,Amazon,"Toronto, Canada",Technology,Lead/Principal,2,PhD,Unknown,On-Site,49046,< $50K,"Reactjs, Communication, Pyspark, Machine Learning",3.7,500,Unknown,2025-05-27,2025-05,2025,Unknown
JOB4983,Full Stack Developer,Apple,"Toronto, Canada",Technology,Senior,12,High School,Part-Time,On-Site,170216,$120K–$180K,"Pytorch, Unix",3.4,500,Closed,2025-07-22,2025-07,2025,Health+Dental
JOB8536,DevOps Engineer,Uber,"London, UK",Consulting,Senior,12,High School,Full-Time,Unknown,141552,$120K–$180K,,4.7,1028,Closed,2025-01-01,2025-01,2025,Unknown
JOB5824,Product Manager,Uber,"Seattle, WA",Unknown,Director,10,Associate's,Part-Time,Remote,205971,$180K+,"Reactjs, Data Pipeline, Git, Power Bi, K8S, Agile",3.7,500,Unknown,2024-02-25,2024-02,2024,Health+Dental
JOB7468,Data Analyst,Meta,"Seattle, WA",E-Commerce/Retail,Director,10,Associate's,Full-Time,On-Site,86389,$80K–$120K,"Aws, Tableau, Javascript, Stats",4.4,100,Closed,2025-02-01,2025-02,2025,Unknown
JOB7673,AI Engineer,Amazon,"Seattle, WA",E-Commerce/Retail,Mid Level,6,Unknown,Contract,Unknown,106560,$80K–$120K,"Scrum, Tensorflow, Node.Js, Communication, Java, Deep Learning",2.9,500,Open,2025-01-28,2025-01,2025,"Health, Dental, Vision"
JOB6860,ML Engineer,Amazon,"Toronto, Canada",Healthcare,Manager,11,Master's,Internship,Unknown,188042,$180K+,"Azure, Deep Learning, Js, Etl, Computer Vision, Machine Learning, Docker, Excel",3.7,500,Closed,2025-04-16,2025-04,2025,Unknown
JOB8550,Unknown,Google,"Austin, TX",Technology,Lead/Principal,2,Master's,Freelance,Remote,200198,$180K+,"Tensorflow, Google Cloud, React, Azure, Python, Javascript, Nodejs, Statistical Analysis",3.7,500,Unknown,2025-12-11,2025-12,2025,"PTO, Remote"
JOB5418,DevOps Engineer,Microsoft,Remote,Finance,Director,10,High School,Full-Time,Remote,141552,$120K–$180K,"Unix, Data Pipeline",1.0,100,Open,2025-01-01,2025-01,2025,"Stock Options, Health"
JOB4575,Frontend Developer,Unknown,Unknown,E-Commerce/Retail,Entry Level,2,Associate's,Full-Time,On-Site,87585,$80K–$120K,"Github, Spark, Collaboration, K8S, Apache Spark, Excel, Unix",3.7,500,Open,2025-01-01,2025-01,2025,"PTO, Remote"
JOB7352,Data Analyst,Google,"New York, NY",Technology,Mid Level,22,Bachelor's,Freelance,Remote,138542,$120K–$180K,"Javascript, Java, Computer Vision",3.7,500,Open,2024-10-13,2024-10,2024,"Stock Options, Health"
Unknown,Cloud Architect,Amazon,"London, UK",Unknown,Senior,12,Master's,Contract,Remote,125858,$120K–$180K,"Azure, Tensorflow, Kubernetes, Natural Language Processing, Tableau, Javascript, Node",4.2,337,Closed,2025-11-16,2025-11,2025,"Stock Options, Health"
JOB4243,Product Manager,TCS,"Seattle, WA",Healthcare,Manager,9,PhD,Full-Time,On-Site,171969,$120K–$180K,"R, Node.Js, Computer Vision, Statistical Analysis",4.5,100,Open,2025-03-19,2025-03,2025,Unknown
JOB1154,Cybersecurity Analyst,IBM,"San Francisco, CA",Healthcare,Senior,14,Bootcamp,Full-Time,On-Site,99606,$80K–$120K,,4.3,500,Closed,2025-08-23,2025-08,2025,"Stock Options, Health"
JOB4774,Data Analyst,Unknown,"London, UK",Finance,Unknown,12,PhD,Internship,Remote,101520,$80K–$120K,"Spark, Git, Computer Vision, Data Pipeline, Deep Learning, Scrum, Python",1.6,1049,Closed,2025-09-15,2025-09,2025,"Stock Options, Health"
JOB1632,ML Engineer,Unknown,Unknown,Automotive,Mid Level,4,Bootcamp,Full-Time,Remote,336853,$180K+,"R Programming, Java, Etl, Computer Vision, Gcp",3.7,584,Open,2025-02-10,2025-02,2025,Unknown
JOB8551,Product Manager,Infosys,"Austin, TX",Finance,Mid Level,11,High School,Full-Time,Unknown,40768,< $50K,"Spark, Agile, Sql, Nlp, Scrum, Dataviz, Data Viz",3.2,100,On Hold,2025-12-10,2025-12,2025,"Health, Dental, Vision"
JOB8373,Product Manager,Uber,"San Francisco, CA",Technology,Mid Level,3,Associate's,Part-Time,Remote,214681,$180K+,"Azure, Aws, React",3.7,1259,Open,2025-09-17,2025-09,2025,Unknown
JOB8649,DevOps Engineer,Google,Unknown,Gaming,Senior,21,Bootcamp,Internship,Unknown,141552,$120K–$180K,"Spark, Data Pipeline, Sql",3.7,500,Unknown,2025-01-01,2025-01,2025,Unknown
JOB7601,Cybersecurity Analyst,Wipro,"Seattle, WA",Consulting,Executive,13,Master's,Contract,Remote,99606,$80K–$120K,"Aws, Java, Sql Server, Dataviz, React, Git",3.7,500,Open,2025-12-02,2025-12,2025,"401k, Health"
JOB7396,BI Analyst,Amazon,Remote,Technology,Executive,13,Bootcamp,Freelance,Hybrid,80848,$80K–$120K,"Gcp, Dataviz, Stats, Java, Machine Learning",1.0,162,Open,2025-02-03,2025-02,2025,"PTO, Remote"
JOB3474,Data Scientist,Salesforce,"Seattle, WA",Automotive,Entry Level,5,Master's,Full-Time,Remote,-4263000,< $50K,"Docker, Statistics, Nodejs, Tableau",4.0,500,Unknown,2025-12-28,2025-12,2025,Health+Dental
JOB8747,Unknown,Wipro,Unknown,Gaming,Manager,20,Bootcamp,Freelance,Remote,303108,$180K+,"Aws, Deep Learning, Data Pipeline, Statistics, K8S, Ml, Excel",3.7,500,Closed,2025-07-28,2025-07,2025,Unknown
Unknown,Data Analyst,Oracle,"San Francisco, CA",Technology,Executive,17,Bachelor's,Contract,Remote,395270,$180K+,"Collaboration, Tableau, Deep Learning, Statistical Analysis, Dl",4.0,500,Open,2025-01-01,2025-01,2025,Unknown
JOB5188,BI Analyst,Salesforce,"Chicago, IL",Automotive,Entry Level,24,Bachelor's,Internship,On-Site,112699,$80K–$120K,"Kubernetes, Node, Stats",3.7,500,On Hold,2025-02-22,2025-02,2025,Health+Dental
JOB8546,Product Manager,Infosys,"San Francisco, CA",Unknown,Unknown,14,Unknown,Part-Time,On-Site,129681,$120K–$180K,"Gcp, Data Visualization",3.7,500,Open,2025-04-08,2025-04,2025,"Stock Options, Health"
JOB4441,Unknown,Oracle,"Austin, TX",Telecommunications,Manager,14,PhD,Part-Time,Unknown,160320,$120K–$180K,"Etl, Docker, Scrum, Gcp, Pyspark, Javascript, Git",4.0,100,Unknown,2025-11-13,2025-11,2025,"PTO, Remote"
JOB7479,DevOps Engineer,Airbnb,"Chicago, IL",E-Commerce/Retail,Senior,6,PhD,Internship,Hybrid,34591,< $50K,"Kubernetes, Power Bi, Machine Learning",2.9,612,Closed,2025-06-19,2025-06,2025,"401k, Health"
JOB8401,Frontend Developer,TCS,Unknown,Technology,Mid Level,11,Bootcamp,Full-Time,On-Site,87585,$80K–$120K,"Scrum, Machine Learning, Python, Collaboration, Java, Power Bi, Agile, Microsoft Excel",1.0,500,Closed,2024-05-27,2024-05,2024,Health+Dental
JOB7348,AI Engineer,Unknown,Unknown,Technology,Executive,12,Master's,Internship,Hybrid,106560,$80K–$120K,"K8S, Node.Js, Sql, Java",4.5,500,Open,2025-12-05,2025-12,2025,Unknown
Unknown,Backend Developer,Uber,"Berlin, Germany",E-Commerce/Retail,Director,24,Master's,Contract,Hybrid,199208,$180K+,"Tensorflow, Docker",3.7,500,Closed,2025-09-12,2025-09,2025,Health+Dental
JOB4462,DevOps Engineer,Netflix,"Berlin, Germany",E-Commerce/Retail,Lead/Principal,12,Unknown,Unknown,Remote,141552,$120K–$180K,"Excel, Python",3.7,500,Closed,2025-04-21,2025-04,2025,"PTO, Remote"
JOB2020,Cybersecurity Analyst,Wipro,"London, UK",Technology,Unknown,12,Unknown,Part-Time,On-Site,82948,$80K–$120K,"Aws, Linux, Powerbi",3.7,635,Closed,2025-01-01,2025-01,2025,"Health, Dental, Vision"
JOB1012,Cloud Architect,TCS,"Boston, MA",Technology,Mid Level,19,Bootcamp,Full-Time,On-Site,419218,$180K+,"Sql, Git, Javascript, Tensorflow, Etl, Pytorch, Computer Vision, Scrum",3.7,609,Unknown,2025-03-25,2025-03,2025,"401k, Health"
JOB6333,Full Stack Developer,Accenture,Remote,Automotive,Entry Level,12,High School,Contract,Remote,205423,$180K+,"Machine Learning, K8S, Powerbi",3.7,75,Closed,2025-11-09,2025-11,2025,"Health, 401k, Stock"
JOB5836,Full Stack Developer,Apple,"Bangalore, India",Gaming,Director,3,PhD,Freelance,On-Site,170216,$120K–$180K,"Aws, Agile",4.5,100,Closed,2024-07-12,2024-07,2024,"Stock Options, Health"
JOB3626,Data Scientist,Unknown,"Chicago, IL",Gaming,Mid Level,11,PhD,Internship,On-Site,50808,$50K–$80K,"Sql, Ml",3.5,100,Unknown,2025-06-03,2025-06,2025,"Health, Dental, Vision"
JOB9340,Frontend Developer,Accenture,"Hyderabad, India",Healthcare,Executive,13,Master's,Part-Time,Remote,87585,$80K–$120K,"Apache Spark, Statistical Analysis, Docker, R Programming, Stats",4.3,179,Unknown,2025-09-17,2025-09,2025,Health+Dental
JOB3773,Machine Learning Engineer,Salesforce,"London, UK",Gaming,Unknown,8,Unknown,Internship,Remote,355696,$180K+,"Tensorflow, Stats, Tableau, Powerbi, Aws, Statistics",3.7,500,On Hold,2024-05-23,2024-05,2024,Unknown
JOB8751,BI Analyst,IBM,"Toronto, Canada",Education,Entry Level,12,High School,Unknown,On-Site,189132000,$180K+,"Nlp, Linux, Tensorflow",1.0,1370,Closed,2025-09-02,2025-09,2025,Unknown
JOB7230,Data Analyst,TCS,"Boston, MA",Gaming,Lead/Principal,9,Unknown,Freelance,Remote,387252,$180K+,"Azure, Javascript, R, Node.Js, K8S, Aws, Nlp",3.7,500,Open,2025-06-04,2025-06,2025,Unknown
Unknown,Unknown,TCS,"Berlin, Germany",Healthcare,Entry Level,3,Associate's,Part-Time,Remote,97127,$80K–$120K,"Pytorch, Nlp, Tableau",3.1,500,Closed,2025-01-01,2025-01,2025,Unknown
JOB8904,Cloud Architect,Accenture,Remote,Technology,Manager,8,Associate's,Part-Time,Unknown,47398000,$180K+,"Linux, Reactjs, Docker, Gcp",3.7,500,Closed,2025-11-15,2025-11,2025,Unknown
JOB8577,Backend Developer,Microsoft,"Berlin, Germany",Technology,Director,10,High School,Part-Time,Unknown,460587,$180K+,"Agile, Spark",4.0,500,On Hold,2024-03-16,2024-03,2024,"PTO, Remote"
JOB2776,BI Analyst,Google,"San Francisco, CA",Automotive,Director,10,High School,Contract,Remote,119793,$80K–$120K,"Computer Vision, Stats, R, Node.Js, Machine Learning, Javascript, Tableau",5.0,500,Closed,2025-03-02,2025-03,2025,Unknown
JOB9350,Full Stack Developer,Amazon,"New York, NY",Technology,Senior,12,Unknown,Part-Time,On-Site,170216,$120K–$180K,"Python, Kubernetes, Stats",4.5,500,Open,2025-01-01,2025-01,2025,Health+Dental
JOB8200,Unknown,Amazon,"New York, NY",Gaming,Executive,13,High School,Contract,On-Site,52156,$50K–$80K,"Collaboration, K8S, Javascript",1.0,500,On Hold,2024-10-20,2024-10,2024,Unknown
JOB7711,AI Engineer,Unknown,"Toronto, Canada",Finance,Director,4,PhD,Full-Time,Unknown,106560,$80K–$120K,,4.5,950,Open,2024-03-26,2024-03,2024,"Health, Dental, Vision"
JOB2315,BI Analyst,Uber,"Berlin, Germany",Unknown,Unknown,16,PhD,Full-Time,Hybrid,175287,$120K–$180K,"Powerbi, Statistical Analysis, Excel, Amazon Web Services, Dataviz, Machine Learning, Linux",3.7,500,Open,2025-05-27,2025-05,2025,"401k, Health"
JOB1569,BI Analyst,Meta,"New York, NY",Technology,Lead/Principal,12,Master's,Contract,Unknown,119793,$80K–$120K,"Linux, Kubernetes, Docker",4.5,1218,Closed,2025-04-12,2025-04,2025,Health+Dental
JOB4160,Product Manager,Amazon,"Seattle, WA",Technology,Mid Level,24,High School,Part-Time,On-Site,136160,$120K–$180K,"Agile, Sql, Communication, Linux, Excel, Kubernetes, React",3.0,500,Open,2025-01-01,2025-01,2025,Unknown
Unknown,Data Scientist,Microsoft,"Chicago, IL",Unknown,Mid Level,11,Bachelor's,Internship,Hybrid,152498,$120K–$180K,"Pyspark, Java, Linux, Js, Node",4.9,500,Open,2025-04-27,2025-04,2025,"PTO, Remote"
JOB3782,Data Engineer,Airbnb,"Chicago, IL",Telecommunications,Mid Level,7,Bootcamp,Internship,On-Site,205511,$180K+,"Stats, Aws, Python",3.7,500,Open,2025-02-21,2025-02,2025,"PTO, Remote"
JOB3911,Data Scientist,Amazon,"Toronto, Canada",Healthcare,Executive,17,PhD,Internship,Hybrid,152498,$120K–$180K,"Github, Power Bi, Apache Spark, Kubernetes",3.7,100,Closed,2025-11-20,2025-11,2025,"Stock Options, Health"
JOB4500,Data Scientist,Infosys,"Chicago, IL",Technology,Entry Level,13,Bootcamp,Part-Time,On-Site,339691,$180K+,"Powerbi, Etl",2.0,500,Open,2025-07-16,2025-07,2025,Health+Dental
JOB4753,ML Engineer,TCS,"Seattle, WA",Education,Lead/Principal,12,Bachelor's,Full-Time,Remote,289850,$180K+,"Communication, Js, Node.Js, Node",3.3,100,On Hold,2025-07-05,2025-07,2025,Unknown
JOB7388,Full Stack Developer,IBM,"London, UK",Finance,Unknown,12,PhD,Full-Time,On-Site,209711,$180K+,"Etl, Power Bi, React, Pytorch, Java",3.7,100,Open,2025-01-01,2025-01,2025,Unknown
JOB4052,Data Engineer,Unknown,Remote,Technology,Senior,12,PhD,Full-Time,Remote,34366,< $50K,"Python, Data Viz, Statistics, Tensorflow, Power Bi, Gcp, Github",3.0,500,Open,2025-02-01,2025-02,2025,"Stock Options, Health"
JOB7018,Data Engineer,Accenture,Remote,Unknown,Director,16,High School,Part-Time,On-Site,43875,< $50K,"Statistics, Linux, Communication",3.7,500,Closed,2024-03-24,2024-03,2024,"401k, Health"
Unknown,Data Analyst,Apple,"Chicago, IL",Finance,Lead/Principal,12,High School,Freelance,Remote,245240,$180K+,,3.7,791,Closed,2025-04-21,2025-04,2025,"Health, Dental, Vision"
JOB6553,Unknown,Amazon,Unknown,Technology,Lead/Principal,20,PhD,Full-Time,Remote,206852,$180K+,"Computer Vision, Dl, Javascript",4.2,89,Open,2025-08-26,2025-08,2025,"401k, Health"
Unknown,Full Stack Developer,Infosys,Unknown,Unknown,Senior,12,PhD,Contract,On-Site,381065,$180K+,"Tableau, Tensorflow, Node.Js",1.8,156,On Hold,2025-12-17,2025-12,2025,"Stock Options, Health"
JOB6991,BI Analyst,Meta,"San Francisco, CA",Gaming,Senior,12,Master's,Full-Time,On-Site,119793,$80K–$120K,"Powerbi, Java, Ms Excel, Kubernetes, Docker, Data Pipeline, R, Gcp",2.3,786,Closed,2025-06-27,2025-06,2025,"401k, Health"
JOB3607,Unknown,Airbnb,"Chicago, IL",Finance,Senior,15,Associate's,Freelance,Unknown,135473,$120K–$180K,"Etl, React, Git, Spark, Github, R",1.5,344,Closed,2025-07-28,2025-07,2025,"Health, 401k, Stock"
JOB7308,Data Analyst,Unknown,"Seattle, WA",Gaming,Director,6,Associate's,Full-Time,Remote,131990,$120K–$180K,"Linux, Powerbi",3.7,500,On Hold,2025-10-28,2025-10,2025,Unknown
JOB6272,ML Engineer,Wipro,"Austin, TX",Finance,Lead/Principal,12,PhD,Part-Time,On-Site,139214,$120K–$180K,"Powerbi, Nlp, Communication, Unix",2.6,500,On Hold,2024-09-15,2024-09,2024,Health+Dental
JOB9004,Software Engineer,Amazon,"Hyderabad, India",Technology,Senior,12,Bootcamp,Part-Time,On-Site,113289,$80K–$120K,"Deep Learning, Statistical Analysis, Tensorflow",3.7,1421,On Hold,2025-03-17,2025-03,2025,"Stock Options, Health"
JOB1292,Cloud Architect,Google,"Chicago, IL",Technology,Entry Level,14,Bachelor's,Contract,Unknown,192533,$180K+,"React, Scrum, Excel, Pytorch, Azure, Powerbi, Unix, K8S",3.7,610,On Hold,2025-07-19,2025-07,2025,"Health, 401k, Stock"
JOB6569,Software Engineer,TCS,"Austin, TX",Gaming,Mid Level,15,Master's,Full-Time,Remote,113289,$80K–$120K,"Kubernetes, Machine Learning, Power Bi, Javascript",4.0,100,Open,2024-07-17,2024-07,2024,"PTO, Remote"
JOB6134,Cloud Architect,Meta,"New York, NY",Healthcare,Mid Level,11,Associate's,Contract,On-Site,192533,$180K+,"React, Deep Learning",3.1,500,Unknown,2024-02-19,2024-02,2024,Unknown
JOB4890,Data Scientist,Oracle,"Bangalore, India",Unknown,Executive,16,Master's,Full-Time,On-Site,152498,$120K–$180K,"Git, React, Tableau, Docker",4.5,500,Unknown,2025-11-13,2025-11,2025,"Stock Options, Health"
JOB8028,Cybersecurity Analyst,Amazon,Remote,Media/Entertainment,Director,10,Master's,Full-Time,Remote,148289000,$180K+,"Spark, Git, Gcp, Pyspark, Nlp, Scrum, Docker, Excel",3.7,1097,On Hold,2025-11-27,2025-11,2025,Unknown
JOB4453,AI Engineer,Apple,"Boston, MA",Unknown,Senior,12,Associate's,Internship,Remote,55171,$50K–$80K,"Pytorch, Machine Learning, Gcp, Docker",4.0,1423,Closed,2025-01-01,2025-01,2025,Unknown
JOB4353,ML Engineer,Uber,"Toronto, Canada",Automotive,Senior,12,Master's,Freelance,On-Site,139214,$120K–$180K,"Sql, Nodejs, Aws",3.7,100,Closed,2025-08-18,2025-08,2025,Unknown
Unknown,Frontend Developer,Airbnb,"Boston, MA",Unknown,Manager,24,Associate's,Unknown,Unknown,108640,$80K–$120K,"Tensorflow, Python, Kubernetes, Js, Deep Learning, Dl, Communication",3.7,67,Open,2025-01-13,2025-01,2025,Health+Dental
JOB6940,Software Engineer,Unknown,"Bangalore, India",Finance,Executive,13,Bootcamp,Full-Time,On-Site,113289,$80K–$120K,"Ml, Javascript, Aws, Kubernetes",4.8,500,Unknown,2025-01-10,2025-01,2025,Unknown
JOB4280,Unknown,Salesforce,"San Francisco, CA",Technology,Executive,7,Unknown,Freelance,On-Site,193370,$180K+,"Pytorch, Js",1.3,500,Closed,2024-07-21,2024-07,2024,"Stock Options, Health"
JOB4181,Full Stack Developer,Infosys,"Toronto, Canada",E-Commerce/Retail,Executive,21,Bootcamp,Internship,Remote,229743,$180K+,"Pytorch, Ml, React, Statistical Analysis, Data Pipeline, Tableau, Tensorflow, Unix",3.7,500,Closed,2025-02-06,2025-02,2025,"401k, Health"
JOB9318,Product Manager,TCS,"Toronto, Canada",Consulting,Entry Level,13,High School,Part-Time,Hybrid,129681,$120K–$180K,"Gcp, Node, Excel, Google Cloud, Scrum, Power Bi",2.0,500,Open,2025-09-14,2025-09,2025,Health+Dental
JOB9746,Cybersecurity Analyst,Uber,"Berlin, Germany",Telecommunications,Entry Level,13,Associate's,Part-Time,Hybrid,79354,$50K–$80K,"Sql Server, Power Bi, Git, Java, Kubernetes, Deep Learning",1.0,934,Closed,2025-09-09,2025-09,2025,Unknown
Unknown,DevOps Engineer,IBM,"Berlin, Germany",Automotive,Executive,13,Bachelor's,Internship,Unknown,360605,$180K+,"Docker, Java, R, Data Viz, Unix, Python",3.0,500,Closed,2024-10-13,2024-10,2024,Unknown
JOB7024,DevOps Engineer,Salesforce,Remote,E-Commerce/Retail,Director,5,High School,Part-Time,On-Site,362170,$180K+,"Python, Reactjs, Node, Nlp, K8S, Azure",3.7,500,Closed,2025-04-01,2025-04,2025,"PTO, Remote"
JOB6695,AI Engineer,Unknown,"London, UK",Healthcare,Lead/Principal,12,Master's,Unknown,On-Site,246085,$180K+,,3.9,599,Closed,2025-01-01,2025-01,2025,Unknown
JOB2196,Unknown,Salesforce,Unknown,Gaming,Executive,20,High School,Internship,Unknown,135473,$120K–$180K,"Communication, Cv, Node.Js, Nodejs, Tensorflow, Linux",3.7,500,On Hold,2024-05-25,2024-05,2024,Unknown
JOB2386,Unknown,Meta,"Austin, TX",Unknown,Lead/Principal,12,High School,Full-Time,Remote,480379,$180K+,"Java, Data Visualization, Nodejs, Data Pipeline",4.5,500,On Hold,2025-04-08,2025-04,2025,Health+Dental
JOB6920,Cybersecurity Analyst,Unknown,"London, UK",Healthcare,Senior,12,PhD,Full-Time,Unknown,387005,$180K+,"Nlp, Data Viz",1.0,66,Open,2025-01-01,2025-01,2025,Unknown
JOB3702,Data Engineer,Apple,"Chicago, IL",Technology,Mid Level,12,Associate's,Part-Time,On-Site,52777,$50K–$80K,"Dataviz, Excel, Sql, Nlp, Apache Spark",3.7,500,Unknown,2025-04-25,2025-04,2025,"Stock Options, Health"
JOB1229,Product Manager,Microsoft,Unknown,Technology,Lead/Principal,12,Master's,Freelance,On-Site,61003,$50K–$80K,"Spark, Aws, Docker, Linux, Computer Vision, Gcp, Power Bi",3.7,500,Unknown,2025-11-07,2025-11,2025,Unknown
Unknown,AI Engineer,Uber,"Hyderabad, India",Unknown,Unknown,25,PhD,Freelance,On-Site,52488,$50K–$80K,"Scrum, Pytorch, Nodejs, Azure",3.1,100,Closed,2025-01-01,2025-01,2025,Unknown
JOB9228,Cloud Architect,Netflix,Unknown,Finance,Lead/Principal,12,Bootcamp,Part-Time,On-Site,379439000,$180K+,"Java, Agile, Scrum",3.7,500,Open,2025-01-01,2025-01,2025,"PTO, Remote"
JOB8845,Software Engineer,Uber,"London, UK",Media/Entertainment,Lead/Principal,12,Bachelor's,Internship,On-Site,65691,$50K–$80K,"React, Sql, R, Node.Js",1.3,500,Closed,2025-12-09,2025-12,2025,Unknown
JOB9617,Unknown,Airbnb,"Austin, TX",Technology,Director,10,High School,Full-Time,On-Site,40759,< $50K,,3.7,500,Open,2025-10-22,2025-10,2025,"Stock Options, Health"
JOB1462,Data Engineer,Airbnb,"New York, NY",Technology,Senior,12,Bootcamp,Full-Time,On-Site,126507,$120K–$180K,"Reactjs, Docker, Dataviz, Javascript, Tensorflow, Python, Etl, Pytorch",4.9,500,Open,2025-07-04,2025-07,2025,Health+Dental
JOB5772,AI Engineer,Meta,"Bangalore, India",Automotive,Unknown,12,Bachelor's,Full-Time,On-Site,106560,$80K–$120K,"Azure, Pytorch",2.0,965,Closed,2025-10-21,2025-10,2025,Unknown
Unknown,Data Scientist,Unknown,"Seattle, WA",E-Commerce/Retail,Senior,12,Master's,Part-Time,On-Site,242002,$180K+,"Js, Docker",3.7,500,Open,2025-12-18,2025-12,2025,"401k, Health"
JOB4262,Full Stack Developer,Accenture,"Austin, TX",Automotive,Mid Level,11,Bachelor's,Internship,On-Site,170216,$120K–$180K,"Azure, Powerbi, React, Amazon Web Services, Agile, Node.Js, Docker, Dataviz",3.7,500,Closed,2025-06-04,2025-06,2025,"Health, 401k, Stock"
JOB4792,Product Manager,Airbnb,"New York, NY",Technology,Unknown,11,Master's,Full-Time,Unknown,129681,$120K–$180K,"Java, Git, Communication",4.5,500,Unknown,2025-11-05,2025-11,2025,Health+Dental
JOB3714,Frontend Developer,IBM,"Bangalore, India",Finance,Executive,10,Master's,Full-Time,Remote,101681,$80K–$120K,"Python, Data Pipeline, Git, Scrum, R, Ms Excel, Pytorch",4.5,500,On Hold,2024-07-17,2024-07,2024,Unknown
JOB6406,Data Analyst,Airbnb,"Toronto, Canada",Technology,Lead/Principal,12,Associate's,Unknown,Remote,65796,$50K–$80K,"K8S, Pytorch, Power Bi, Communication, Linux, Excel",3.7,718,Closed,2025-09-05,2025-09,2025,Unknown
Unknown,AI Engineer,Apple,"Boston, MA",E-Commerce/Retail,Lead/Principal,12,Master's,Contract,On-Site,119290,$80K–$120K,"R, Nodejs, Data Viz",3.7,500,Open,2025-09-28,2025-09,2025,Health+Dental
JOB1950,Cybersecurity Analyst,Netflix,"Hyderabad, India",Technology,Entry Level,13,PhD,Part-Time,On-Site,99606,$80K–$120K,"Java, Kubernetes, Machine Learning, Git",1.0,500,Open,2025-07-13,2025-07,2025,"401k, Health"
