job_id,job_title,company_name,location,salary,currency,experience_level,years_of_exp,education,employment_type,industry,skills,remote_work,job_posted_date,company_rating,applications,job_description,benefits,hiring_status
,Software Engineer,netflix,berlin,57633,usd,mid level,12 years,PHD,PART TIME,Consulting,"Agile, Spark, GCP",Onsite,7/15/2024,2.2,many,MMfpSpOtGpgfAqFboERIPdikd,N/A,on hold
JOB8622,,ACCENTURE,Austin,"$-2,159",EUR,Mid-Level,,M.S.,Internship,Tech,Collaboration | java,YES,01/13/2024,,500+,IZNZlMvdvjQJARrfMUoHMYTfgkuAcMQqtuHNR rIiib,,Active
JOB9294,ai engineer,ACCENTURE,bangalore,44111,GBP,C-Level,58,12th,Part-time,technology,"AGILE, k8s, Tensorflow, DataViz",YES,,,many,fVOFbaHDMWKNxucgHyWRiRFgDe qFkGTgWQUQdARNMSl,"PTO, Remote",Closed
JOB2436,Security Analyst,,bangalore,39122,,,-1,PhD,Contract,,"tableau, spark, Google Cloud, power bi, Spark, SQL",no,2025-04-18,4,608,KsAQ lxCmtiTQKLixXsPDlPgXXbaLZdRRCUcmHesRPcxuJrDdmecmT,"PTO, Remote",closed
JOB5324,Software engineer,Amazon,BERLIN,-4568,usd,Sr.,-3,bootcamp,INTERNSHIP,Media,"DataViz, aws, scrum, Python, machine learning, powerbi",,14.7.2025,9.3,,hirNcUTZD oSh AvAVThiGMqpTjZxavJsCKBLWNuSQiiCenZrFbBjHVv JtVTOdurbJABUaBlSHWLJpzYjZEikPkVmSecmZjv,N/A,On Hold
JOB5205,Data Analyst,Googl,LONDON,53397,INR,,0yrs,HS,part-time,EdTech,ETL;CV;Docker;agile;ML;JS,No,06/06/2024,4,,,"Health, 401k, Stock",on hold
JOB5311,Backend developer,Accenture,remote,46800,,mid,,Doctorate,intern,Technology,Statistical Analysis;K8s;linux;SQL Server,0,11.5.2024,4,500+,,N/A,closed
,Cloud Architect,oracle,"Chicago, IL",46568,inr,CTO,76,Associate's,,healthcare,GCP / Data Visualization / Tensorflow / Node.js / PYTORCH / scrum / CV / computer vision,1,04/20/2025,1.1,-26,MbNkmZlWwzQYoQoRCKeddxFb WevZELJebSIWVcCSwwgW NdGcpgSk,,Active
JOB7764,data scientist,Infosys,"SF, CA",70312,,Lead,21,12th,CONTRACT,gaming,"['Google Cloud', 'azure', 'Machine Learning', 'AWS', 'Computer Vision', 'Java', 'DataViz', 'Node']",0,2025-07-18,5.0,942,ZhchzeOwCZsXGEdAOLXIrIMbt VaK,"Stock Options, Health",closed
JOB6655,,AirBnB,,,,CTO,21,M.S.,FREELANCE,Game Dev,Data Pipeline | PYTHON | ML | K8s | excel,Yes,2024-11-23,,638,,"Stock Options, Health",Active
,ML Engineer,ibm,"London, UK",161530 USD,GBP,,64,,Contract,,kubernetes;JAVA;Collaboration,Hybrid,11-10-2025,9.9,500+,YRPZz utemvrJmTvhaHSEfRUhtrOPbcdpszYwolnOhvhhEDWYDAYAMUkOPdQxokHnZgdcEMQLinTfLFPPpiioCdnaTYDwljJMxly,"Health, Dental, Vision",Open
JOB9088,Product manager,AWS,San Francisco,103406,INR,CTO,17yrs,,intern,automotive,Tableau | JS | Spark | statistics,Maybe,2025-08-15,,1450,UlDqYBcYUptCxBcKsABnE tObNYUXCpMOCIrcOwsUUE UZxaJKNzDcNfcxZobkvF  eMMEkVveZHlGYXHiKqapkC,,OPEN
JOB7882,Software Engineer,GOOGLE,TORONTO,82480,,,76,Bachelors,fulltime,education,"['javascript', 'GitHub', 'NLP', 'etl']",1,,4.5/5,100+,unEoxesHNoxnqbHnPmAFaMJNGqmHrbxRoTbZBtCkCXEjGnFqNcWRbllZUeaUlQLSqcNht,None,
JOB2810,product manager,microsoft,"SF, CA",229518,,VP,11,HS,Internship,Auto Tech,"['Statistical Analysis', 'tensorflow', 'PySpark', 'Spark', 'js', 'javascript', 'deep learning', 'Data Visualization']",hybrid,8/26/2025,2.7,,mQfwjwoSGfIfuiBvLCdtketHeZsgfxazpjqZ,None,filled
,ml engineer,Netflix,NYC,201598,GBP,SENIOR,97,Bachelors,Intern,Ed-Tech,git / node.js / ML / linux / gcp / Data Visualization / r,Maybe,5.2.2025,1.5,,,"Health, 401k, Stock",
,AI engineer,Amazon,LONDON,"$-1,524",INR,Entry,-4,High School,Contractor,,ETL | java | Machine Learning | data viz | Tensorflow | Unix | Spark | k8s,Remote,23.9.2025,excellent,,ETkdKR cUt XfwVturPlJIdvlyKVfjtg,"PTO, Remote",active
JOB2516,Product Manager,Wipro,chicago,-1298,EUR,Lead,,Bootcamp,,Tech,,onsite,2025-02-14,N/A,100+,WvHfejFITsGaKwDYxGYHhOOfiyKAoPfvNYKS,,
,bi analyst,,hyderabad,"$-4,551",$,SENIOR,99,BACHELOR,fulltime,,"['nlp', 'Tensorflow', 'Python', 'AZURE', 'Apache Spark']",hybrid,7/20/2024,,,GgE XKXXecgvphdzakcXRBnPolNfClhCpdbpfwQdaTcfWtMOL LvQmTGrqeaagOWwOiAQPTgzDr,Health+Dental,OPEN
JOB3222,,Amazon,"Boston, MA",,,CTO,88,PHD,PT,Telco,gcp | powerbi | DL | scrum | Tableau | Power BI | Azure,0,06/06/2025,,14,,Health+Dental,CLOSED
,ml engineer,,bangalore,467246,USD,Mid,23,Boot Camp,Contractor,Media,"['PyTorch', 'ReactJS', 'GitHub']",True,18.4.2025,,-10,,N/A,Closed
,BI Analyst,NETFLIX,BERLIN,452184,inr,Senior,75,Masters,INTERNSHIP,Finance,"['python', 'js', 'Natural Language Processing', 'Communication']",NO,2024-11-22,excellent,-18,KkNoYPRwfcz hCGoDnyhZPRTfllLtjoADcnLnbE AzddXbRGUSOMUXuSnxbyOXJqmqYrAPxvohAhULcXrjnfvVSdb htAsbXVc,None,on hold
JOB7255,Software Engineer,uber,Remote,75925,,Lead,2,bachelor,Intern,Auto Tech,,Remote,07-11-2025,excellent,,,,closed
JOB1042,Backend Developer,NETFLIX,"Toronto, Canada",53714,,,7yrs,bachelor,Contractor,Banking,"Kubernetes, PYTHON",NO,8/8/2025,7.0,,ysrhwRWnkZRslYykqtkIQFpwHRLGGyyULeImWuedGektqcHOLWUjc,,
JOB1477,Backend Developer,Facebook,toronto,267533,INR,Mid,82,Doctorate,Contract,edtech,,hybrid,13-01-2025,4.5/5,,pbZukqOMEsqGikSuwSeZnPJWNXDqJfBBUcMYFKfHvHMWLIEulDQV,N/A,filled
JOB2914,Cybersecurity Analyst,ACCENTURE,LONDON,87588,EUR,MID,54,PhD,full-time,Entertainment,"python, Azure, Natural Language Processing, nlp, Statistical Analysis",,10/21/2024,N/A,-10,frvkJIJoKAVWzVrxugji hfuFzQqRHnfcSioC,None,OPEN
JOB3226,Software engineer,Tata Consultancy Services,Work from Home,247629,,senior,74,bachelor,Contractor,consulting,"PowerBI, Collaboration, stats, Node.js, azure, data viz",onsite,11.11.2025,N/A,,,"401k, Health",Active
,ai engineer,Meta,"Chicago, IL",30962,USD,Mid,6,M.S.,Freelance,Video Games,excel;ML;CV;Power BI,True,4/28/2025,excellent,500+,qjYnGuEpSZNzKZSgsAZfZN XTIxoyJpNFmJ,,Active
JOB9709,Software engineer,AWS,"Austin, TX",,USD,,-4,Associate's,Contract,retail,DOCKER / Java / GitHub / data pipeline / TensorFlow,False,09/09/2025,1,,euYGHmmiZWrCkhCQTqLBh ZhXWqDYgqUMOUvv,"PTO, Remote",Active
JOB8121,Software Engineer,salesforce,BERLIN,"$485,801",USD,mid,84,,fulltime,MEDIA,DOCKER / Git / PowerBI / tableau / SQL Server / PYTORCH,hybrid,09/26/2025,0,,BlMeOThDurZGlOIAtWVzstzVuvckwnKlFvPuNmfdZktKeLNcUSUpTyUjvhmuC,,
JOB3688,AI engineer,Apple Inc,,-3873,USD,Executive,,coding bootcamp,Part Time,,Unix;Azure;Communication;communication;PyTorch;Collaboration;Excel;DataViz,1,20.6.2025,8.0,,ffNyvQMCGld lAZTguhn,"Health, 401k, Stock",Closed
JOB2635,DA,microsoft,remote,-2287,INR,DIRECTOR,66,high school,Intern,EV,JavaScript;sql;PYTORCH;java,No,12/2/2025,3.3,500+,TXCeORkTEJtJPIkTdGDImhoFaeYjMCaMwSWgHxyFlTjvGvoTYWwOGDvajwEGSbqvZPNGqNjCVVitRtPMFzCSiyjmGbub FmvSgjR,N/A,
JOB1739,Software engineer,Google,San Francisco,"$197,386",usd,junior,,associate,internship,Automotive,"git, Statistical Analysis, nodejs, Tableau, tableau, java, Azure, Excel",No,2025-05-18,2.8,-17,WtdHAjaMXcRcsouZbOyCjtlEvePQZSxLcazUPHBANVFHryzFWhud,,On Hold
,Product Manager,AMAZON,,0,USD,,17 years,ph.d,Internship,EV,sql;NLP;Excel,NO,01-02-2025,4,100+,QtIJLDclFkiicbRQPwdyvyAtxJoabHhifrkNsHGnxgzvnzO wLWbTdjQzMtnMnxEHNJoiLVVyYnPaKEcfqwJaRBtfAHg,,closed
JOB5244,Data scientist,Wipro,Berlin,,INR,Manager,,PHD,INTERNSHIP,education,Machine Learning / Linux,NO,16.7.2025,4.5/5,100+,ZexobWqkPgbviICRabLbeTPnPbUtOHEkkWGkjVTMjrdgWmfWVW,,filled
JOB4056,AI Engineer,,Boston,76353,,Mid Level,75,coding bootcamp,contract,Electric Vehicles,AZURE;pytorch;Statistical Analysis;Power BI;gcp;tensorflow;machine learning,No,9/18/2025,3.8,,,Health+Dental,
JOB3708,DevOps Engineer,MICROSOFT,"SF, CA",0,GBP,Mid Level,11yrs,Associate's,Contractor,retail,Java | tensorflow | powerbi | Collaboration | Tensorflow | deep learning,,,4.4,-29,wCNb eTPTSzC tkNaCVKYvktDt,"PTO, Remote",OPEN
JOB1342,software engineer,Salesforce,CHICAGO,,usd,Senior,90,Master's,Intern,Auto Tech,"Apache Spark, Agile",Yes,23-07-2025,,many,anPebtZFTNXPBYOgEErvNXdotsWDJOxSyFCYOpwfj v YwvdTFkKmacBdalRCYFeEHRUsxaR,"Stock Options, Health",Open
JOB2745,Backend Developer,Googl,new york,"$35,683",inr,Manager,,Master's,full-time,,data pipeline | Agile | react | gcp | Tensorflow | java,Hybrid,03-10-2024,excellent,1332,EUvXPzHRxTVrVBJFDSxwCIPfuMpeAxjfuyrcaFJdZYkDGIjkBPGXU,Health+Dental,closed
,AI Engineer,ORACLE,"San Francisco, CA",-1803,USD,Director,,Associate,FT,Banking,Java;kubernetes;data pipeline;java;linux,NO,07-09-2025,4.5/5,100+,YjDWGXwFXsZdFlLpFzpYWLMahZPdfTorCGHbCPILUPDBQOl,"Stock Options, Health",OPEN
JOB7441,ml engineer,ibm,Work from Home,,GBP,Executive,17yrs,Doctorate,CONTRACT,Retail Tech,"Kubernetes, stats",Maybe,17.3.2025,excellent,559,eOTXDQxStzFoNDnaZbzwY cZz HKmpwfSrrSnbhxQMctdmbBImsfOHrKQ,,active
JOB9306,data analyst,Amazon,"Berlin, Germany",178554,$,ENTRY,8yrs,master,FT,consulting,"['PYTORCH', 'Spark', 'stats', 'agile', 'PYTHON', 'data pipeline']",0,11/7/2025,2.2,-19,YDrDKXHPZsaJVgbyjcwbeDBybMNj gMXwsgIoCtAwNlRVWNqMZqjhx TpRbGraANHkMAhmDwAviXONgyYu ASLusLvi,"401k, Health",closed
JOB6368,Software engineer,,AUSTIN,"$-2,491",inr,Junior,0yrs,Master's,contract,banking,data pipeline / K8s / deep learning / spark / javascript,0,10.12.2025,,368,dEvmnbuxwQPzAfSoqsoT,"Health, 401k, Stock",
JOB2013,ML engineer,Infosys,Hyderabad,110547,$,junior,16,MSc,contractor,Technology,Node;DL,No,21.10.2024,,many,PNDxAcPnaPqwtOsVEPqqlPQbgTtQUPTjwLcvrGmcKJijjpZQwUKzvOG,"Stock Options, Health",Open
JOB8907,AI Engineer,GOOGLE,"New York, NY",40393,USD,CPO,2,PHD,,ecommerce,"Spark, excel, Tableau, CV",Maybe,06/18/2024,N/A,,,None,
JOB8295,,salesforce,,196706,USD,junior,15 years,high school,freelance,E-commerce,AWS | Node | js | PYTHON | tensorflow,No,16.7.2025,,1463,,"401k, Health",Active
JOB2108,Data analyst,Tata Consultancy Services,Bengaluru,336638,GBP,CTO,16 years,HS,FULL TIME,entertainment,PYTHON;spark;power bi;nlp;Communication;Kubernetes;Tableau;tableau,Remote,2024-01-07,9.7,1315,sEmOnMkJehtMUKzqbLbnlLaIGWy,"Health, 401k, Stock",filled
JOB4224,data analyst,SalesForce,,,$,principal,20,PHD,FT,,,yes,2025-07-09,excellent,500+,HXuBLaPKkhGDQMYRRaHwTgEdTpeCgMsYZNQCErKvRBjiAELdPNDudXGGkMYxFWAQcEkRUlNYNRYMecybS,"401k, Health",Closed
JOB7508,Data analyst,,BOSTON,0k,usd,Senior,-1,Associate's,internship,ecommerce,Apache Spark | Java | ETL | Communication | R Programming | AZURE,hybrid,06-03-2025,3,1167,jFRFyglZOEtlqeZczIMblULjhdFJhZulqvRBYwWzzcRv,"PTO, Remote",Open
,AI Engineer,AMAZON,WFH,0k,,Junior,-2,PhD,INTERNSHIP,entertainment,machine learning;PyTorch;spark;AWS,onsite,2025-04-05,3.1,many,HPsamgCftOClOIokQKZzjJcIpxrQOcN,"Health, 401k, Stock",OPEN
JOB2751,data analyst,salesforce,CHICAGO,"$435,529",USD,Senior,-1,,,edtech,LINUX | TABLEAU | computer vision | Power BI | Natural Language Processing | ReactJS | Agile | GIT,hybrid,2025-04-20,excellent,-15,eSZFsODgRWBabyfptuRANtVDfEKOYxffFhKxaSCyQRJ ANGnrksaBpvLFzkJxcvXxJmRhhdKoHwoSZgO,,Closed
JOB4164,frontend dev,,"Hyderabad, India",145817,USD,VP,,Associate,Contract,Auto Tech,,0,05/10/2025,,100+,CuOaEBZWNFkbFpMOdSYsgrLFdjZshrVOkCKykMUcjZzYYnUgIUAlvcLHBsMwZlHbAGBmhDIXxWaXcFLyYCBa,,
,data engineer,oracle,Chicago,462613,USD,executive,20,Bachelor's,FREELANCE,Media,"Spark, PYTORCH, Deep Learning, ReactJS, SQL, python",Remote,14.9.2025,3.7,500+,YSsOUdgVtuARjq xBeIqedbKjurMtsWwbDjEoMRKHMClaSUZyLRyMTUvpdjRItUcXZFhewNZCTyIjJGtvSdaTdALoGiJHTY,,
JOB7131,ml engineer,TCS,"SF, CA",56178,USD,lead,-1,Bachelor's,Full Time,Game Dev,"['R', 'azure', 'Statistics', 'Communication', 'Microsoft Excel']",onsite,7/9/2025,9.6,-24,SeSMmAjQ hrFHEqVAq eCwRuWfuQjDDFnCEDYqKWgOKsBhWaKilq UcZscIPEK,"Health, 401k, Stock",on hold
JOB5756,Business Intelligence Analyst,netflix,"New York, NY",-1944,inr,manager,18 years,PHD,Contractor,automotive,spark | PyTorch | Statistics | nodejs | DL | SQL,No,17-12-2024,4.7,500+,PlmbEYGtjTwRoPCBbfwIdYQBqLnBcjUdsc je aUAPoracCfPX,"Health, 401k, Stock",On Hold
JOB8703,Security Analyst,Uber,"SF, CA",33918,USD,Mgr,,high school,intern,Education,gcp / Amazon Web Services / Node.js,Onsite,,4.7,100+,FVDYcTDKSbXrCZGARJOHojdifQjaJejzMayRpNWgr,"Health, 401k, Stock",closed
JOB1342,Frontend Developer,Salesforce,LONDON,"$62,078",USD,entry level,14yrs,MS,,Automotive,SQL;DL;Data Visualization;react;node.js;data viz;GitHub;Agile,No,28.4.2025,,500+,wctGVgkSQTndfMrAiWeLCP,Health+Dental,Filled
JOB9869,,Oracle,"Seattle, WA",184233,,senior,10 years,MS,Part-time,,,0,20.7.2025,3.4,165,wEhQfewFktJleOzlruhQMzmrrwjhJPYnAgDvTFptxEigEeIBrXQE,N/A,
JOB8303,Data Engineer,tcs,"seattle, wa",442689,USD,,9yrs,master,Full-time,EV,javascript / SQL Server / deep learning / PYTHON / Java / js,,17-04-2025,4.0,, hLQ jDVTsXbaVQfcpBAwbtBOQWm QdGh NsNAkABqAWqUbQqBhRFRdLcAxTrbrZqQTHRL,None,
,Frontend developer,TCS,"New York, NY",337580,USD,,2 years,Associate,INTERNSHIP,Video Games,"['Excel', 'R', 'MS Excel', 'k8s', 'Statistical Analysis']",YES,6.7.2024,5,500+,,"Health, 401k, Stock",
JOB9083,frontend dev,,Toronto,95373 USD,INR,Mid-Level,61,Bachelor's,Gig,Media,"['data viz', 'Apache Spark']",1,25-04-2025,3.2,651,IiSMBcIgqNqoFCTFKsiiqZJepio rwoMzycDbtYBnCtirlrFBJhTDFluvvbTyqMYG,"Health, 401k, Stock",
JOB3352,bi analyst,,toronto,176736,USD,Mid-Level,,master,Part-time,media,,NO,3/17/2025,2,202,onVJc wfjpznHCkRimsrdcngfbLtsCAQYo ciVRJYudFiRTgm,"Health, Dental, Vision",
,ML Engineer,,"San Francisco, CA",117407,usd,VP,,B.S.,Gig,E-commerce,"['TABLEAU', 'scrum', 'Python', 'Collaboration', 'SQL', 'Azure']",no,2025-07-21,0,,,"Stock Options, Health",active
JOB5504,Data engineer,Infosys,Berlin,"$-1,439",USD,entry,,,Contract,gaming,"['Amazon Web Services', 'Google Cloud']",0,,1,500+,UkUcN vaYysdLW jpwcuknQs VDiTfbgXpyVpDguiXJHrvvnVqX nFCHFUiGIBuGrc mKgPlv uf,"401k, Health",Closed
,bi analyst,WIPRO,BANGALORE,113982k,usd,Junior,25,PHD,contractor,Healthcare,"['SQL', 'nodejs', 'tensorflow', 'ReactJS', 'sql', 'pytorch']",Hybrid,12/16/2025,N/A,834,vcCUbC ltEtkqqxSGQOk,"PTO, Remote",
JOB9333,Full Stack Developer,TCS,Chicago,223204,$,LEAD,18yrs,12th,PT,IT,tensorflow / SQL Server,yes,2024-10-09,,many,pwKTTa CBZywNfmVijtXwEMkSompDMM,"PTO, Remote",Closed
,PM,ACCENTURE,berlin,147671 USD,USD,Sr.,,MSc,Contract,Healthcare,AGILE | javascript | Data Pipeline | PowerBI | R Programming | Amazon Web Services,hybrid,12/20/2024,0,500+,AMiWQRRStrJSizRDJneXmEPVzGxbatHzmqGgMuruRDjUNuvRCFaXJH,,CLOSED
JOB1797,Fullstack Developer,,HYDERABAD,,USD,Director,0 years,Associate's,Full Time,Tech,azure;js;JS;pytorch;TABLEAU;Spark,Onsite,2025-09-17,,,mEZDolEqEABhkapXCnQjHfZEcOFTapJoRqxHRbKOhDLK uw uiMEq dkYqIDRylypLkBBviOJHURLjNmiagXDDglTeyvs,"PTO, Remote",Filled
JOB9673,,AWS,Work from Home,$0,$,,,Masters,Part-time,education,TensorFlow;Microsoft Excel;azure;AWS;GIT;stats,True,05-03-2025,9.0,1109,BCprkzZRhTEUAcOZVNkNSjEuDWMBLkoXmKTA,"Stock Options, Health",Active
JOB6326,devops engineer,Airbnb,berlin,-2698,,senior,13yrs,Bachelor's,,Gaming,Linux;GitHub;machine learning;power bi;R,Hybrid,2/23/2025,N/A,-13,,"PTO, Remote",CLOSED
JOB2435,Data Analyst,accenture,BOSTON,71691,usd,director,8yrs,High School,PT,Video Games,DL / Data Pipeline / powerbi,Hybrid,7/24/2025,0,842,cqtZKgZxuZQMj cgpjmYe q JkQYseFGHiddh,"401k, Health",filled
JOB4115,Cloud architect,,"London, UK",201595,,Manager,9 years,M.S.,,Consulting,Git | aws | CV | Docker | ETL | Deep Learning,,24-10-2025,4.8,1258,YllCLoExQFRlMWAulehanNPiwqkdgSWFFykJuDXIUKCXDSaKurGOj,Health+Dental,closed
JOB8228,Security Analyst,NETFLIX,new york,,,Entry Level,,12th,fulltime,,DL;Microsoft Excel;node.js;R;DOCKER;Spark;sql;CV,Remote,8/6/2025,0,-12,,"Health, 401k, Stock",Filled
JOB7518,Business Intelligence Analyst,MICROSOFT,BERLIN,-3578,GBP,CTO,56,Bachelor's,internship,,python;MS Excel;excel;data viz;Spark;Collaboration;Amazon Web Services;PYTHON,Onsite,2024-06-15,4.7,,,,Filled
JOB7949,,wipro,,0,USD,,13,coding bootcamp,CONTRACT,Education,"nlp, Node, PySpark, scrum, power bi, tensorflow, statistics",,9/6/2025,,,ympxDjckJBtViMJezJjNYwtYqdAdrSzuAEkcThNkokWzDabeWSUjAqTGtaQS,"PTO, Remote",open
JOB2646,data engineer,airbnb,HYDERABAD,0,USD,Sr.,3yrs,BACHELOR,PT,healthcare,"['statistics', 'Python', 'ReactJS']",yes,,excellent,-13,,,Open
JOB7605,cloud architect,tcs,london,-4464,,Mgr,-5,,PART TIME,TELECOM,"LINUX, Statistical Analysis, CV, Java, Unix",Remote,10/15/2025,excellent,500+,AcybRBkMPmVDoOKXMxDvrcnRVtSaNteyUldlHBxDiHBaiLJiIsPUAGlBCAKxMMSJPagKIsoOpeRqTaCVCvgLNiGHRtnwSZTZnwhK,"Stock Options, Health",filled
JOB8080,backend developer,Infosys,Berlin,0 USD,$,Principal,15,Bachelors,intern,banking,"['R', 'Spark', 'Unix', 'Scrum', 'Agile', 'tensorflow']",False,2025-09-23,0,,TwpTcqzQEvlKKScFzcgbAUIACiKMqbwrUVdeggAhXZghtdgROCSbOFGYXBKzGbkvbyxuoZdjusQ,"401k, Health",Active
JOB5397,full stack developer,AirBnB,WFH,45260,USD,Manager,4,ph.d,Intern,Gaming,scrum / DataViz / ReactJS / machine learning / GIT,yes,2025-09-08,8.7,1462,,,
JOB5905,ml engineer,AWS,BANGALORE,-3365 USD,USD,entry,17 years,doctorate,FT,,"agile, GCP, Agile, TensorFlow, Apache Spark, etl, gcp",onsite,2024-01-09,,100+,,"Stock Options, Health",
JOB5486,backend developer,google,San Francisco,481752,,Entry Level,-4,MS,FT,automotive,stats | Azure | Statistics | Microsoft Excel | GitHub | AWS | Unix | PYTHON,YES,7/19/2024,4.5/5,1195,mpUqwVTzgVkegZvt FCqqgbetqtj zzECBcdQQlTBTOxBEudBUmhUhJFftRxiXjLvbythHMCPkdVEHhhqjGObwLorKzxsk,"401k, Health",
JOB8438,frontend dev,ACCENTURE,Seattle,35273,USD,entry level,50,Master's,INTERNSHIP,automotive,JavaScript / scrum / sql / SQL / AGILE / Node.js,Remote,3/28/2025,5.0,,VMtihADIAVJMTuQJAiRzPFvDyzUvOdgWcUJEiJlVOhbNixQaXdOzNcDzmMwzdwlR  mHMjpYemCGxqaVaWkROUbfwSzfeYCD,"Health, 401k, Stock",Active
,DevOps Engineer,Accenture,TORONTO,322690,inr,,11,Bachelors,PART TIME,Game Dev,"Docker, power bi, SQL, Computer Vision",no,,4.9,100+,tXfulEMimYuq hDtNg TGL,,OPEN
JOB3755,,I.B.M,Work from Home,260956,$,Entry,-3,Bootcamp,Internship,,DL / Statistical Analysis / GIT / Google Cloud / AWS,False,,7.6,many,YqKsnNxn syFaKIazVJvVLOCPIebSJJsRRsjOKayXxlboWseGqMmAtoVLlkRuUEADIDKDdgdnEmBPkJ KCnD,"PTO, Remote",Open
,,,,,,,,,,,,,,,,,,
,AI Engineer,meta,BERLIN,0,$,VP,62,bootcamp,,retail,"spark, MS Excel, node.js, java",Yes,27-12-2025,excellent,many,a NWoQWhSgKZoFcVlxwlwsNeTGrHo,"Stock Options, Health",open
JOB2228,data analyst,oracle,LONDON,225477,usd,DIRECTOR,3,M.S.,FREELANCE,Education,Statistics;React;SQL Server;Agile,Hybrid,2/6/2024,7.0,254,vTWgtSYtKAnUKGINmRaTpivduyeyIVyeMWWOkrq zLzociyHqbFuXtwz,"Health, Dental, Vision",Closed
JOB9100,BI Analyst,,toronto,34137,$,,,Associate's,Freelance,Management Consulting,,YES,2025-07-02,2.7,,,None,Open
JOB8012,Backend Developer,accenture,TORONTO,-3176,USD,entry level,,Ph.D,FREELANCE,Tech,nodejs / Tensorflow / sql / K8s / PYTHON / Microsoft Excel,Maybe,2025-11-08,2.3,100+,VxsOvJSYirGbWYWLZzLpAXXgYxSCEkHXUUmsHRBP,"Health, Dental, Vision",Active
JOB4023,Backend Developer,,Remote,204279,USD,MANAGER,7 years,12th,Contractor,retail,r | spark | R Programming | Apache Spark | DL | JAVA | Kubernetes | pytorch,YES,09/27/2025,3.4,many,dpvvMKrGLGrBKBaxt hVfySqLRRclhVrQVAO,"Stock Options, Health",Filled
JOB7330,ML engineer,Apple Inc,Chicago,90099,,LEAD,,,Part-time,consulting,linux;stats;TABLEAU;git;java,No,5/28/2025,,1164,BOVJyFNmxtnrMPHqQgTAVbJIMf FOTdDzOdM,,
,BI Analyst,MicroSoft,"London, UK",0,inr,entry level,,MASTER,part-time,Video Games,"['Spark', 'Collaboration', 'ML', 'SQL', 'Data Visualization', 'DataViz', 'ETL']",1,,0,500+,,"PTO, Remote",Closed
JOB9775,Frontend Developer,TCS,,0,,LEAD,1yrs,ph.d,Contract,Education,,1,2024-07-13,3,500+,HZQeicPBiXSQSeKjgAVTsrjXqplqPjhlUf,,on hold
JOB8761,Backend Developer,Accenture,NYC,"$48,131",,Principal,11yrs,MSc,intern,Auto Tech,"['SQL Server', 'powerbi', 'node.js', 'tableau', 'MS Excel', 'Unix', 'NLP', 'Kubernetes']",hybrid,28.10.2024,4.5/5,,RZJVpxcOWWICiUQbHktKcopYnFXuoswVvWiXuPgrsFUh,"Stock Options, Health",active
JOB4541,product manager,uber,"Austin, TX",-4334,inr,Director,-5,,Contractor,Game Dev,"kubernetes, excel, stats, Scrum, Google Cloud, etl, Deep Learning, git",1,2025-04-03,3.7,500+,,"Health, Dental, Vision",filled
JOB7921,DA,SalesForce,Chicago,,,Sr.,,,internship,ecommerce,Collaboration / stats / etl / PYTHON,Remote,01/22/2024,3.1,500+,mXHrfqYuxTjqmjJppWfdDYZ UkIqvotbiamWCxUwxuvGQAJuk boNvSkUVIaBYRdqfBUdHiKmGouCmqKui,"Health, Dental, Vision",On Hold
JOB8266,ML engineer,MICROSOFT,chicago,422884,,Mgr,13,Ph.D,full-time,tech,Kubernetes / etl / R Programming / AGILE / communication / Python / Computer Vision / spark,,11.5.2025,,500+,FuzmUPHOGkAMBRDlMvECsgxDMZf sNnbQHSHmCzMtgFbXnWvJXXjWPMduiMvHjecvyZQCvxLLzCdGtEowYEEltKoJinucmi ,"PTO, Remote",filled
JOB3445,backend developer,IBM,,206681,USD,C-Level,1,PhD,Gig,Game Dev,"spark, linux, aws, JavaScript, Java, Natural Language Processing",Onsite,25.1.2025,9.4,,TnCVWNnMYIDzUnkMjIvmJhvJMBIJqpbUOgM,"Health, 401k, Stock",Filled
JOB9081,Cloud architect,Google,"Toronto, Canada",41153,USD,Entry Level,6,MASTER,Full Time,EV,Google Cloud;Docker;CV;Data Visualization;stats;power bi;SQL Server;JAVA,No,2025-06-14,1.3,many,,"Health, Dental, Vision",CLOSED
JOB1669,product manager,Netflix,HYDERABAD,50274k,$,VP,11yrs,PhD,fulltime,Tech,k8s;PySpark;DataViz;spark;sql;PyTorch;Kubernetes,YES,13-06-2025,,,,Health+Dental,Filled
JOB6556,Software engineer,SalesForce,,-2682,USD,executive,,bachelor,,consulting,sql | JavaScript | DataViz | Deep Learning | MS Excel | GIT | Spark,YES,05/24/2025,0,many,PhneYKAShshuuiqCyJzGwFPElcQGSRDDP,,
JOB3621,Frontend Developer,,london,81166,,Mid,,PhD,Contractor,FinTech,"['js', 'SQL', 'power bi', 'Google Cloud', 'etl', 'MS Excel']",True,2025-08-03,,100+,EfPpQdpfhMrVdcSYMHounfTQJsbGpLsLuHTMCdfb,Health+Dental,closed
JOB7953,,apple,Bengaluru,58605,,DIRECTOR,0 years,Masters,Contract,entertainment,Power BI | GitHub | NLP | Java | PYTHON,,2/25/2025,,839,WpRqVY qjKxndUXyPFdcZRDoHyXZWDeBbLPFvkQHpnrhieAJneeXvSNz EVYekNkIVMZHXucGXQmygKtdMhSrxdZFvs,"401k, Health",Open
JOB9148,Full Stack Developer,google,NYC,43219,inr,Executive,,Masters,Contractor,Retail Tech,react;Computer Vision;ReactJS;deep learning;git,onsite,,,500+,,"401k, Health",filled
